,uid,sentence,sentenceId,parse
4,14,Douglass has studied the crystal structure of Af by x-ray diffraction .,50,"(S1
  (S
    (NP (NN Douglass))
    (VP
      (VBZ has)
      (VP
        (VBN studied)
        (NP
          (NP (DT the) (NN crystal) (NN structure))
          (PP
            (IN of)
            (NP
              (NP (NNPS Af))
              (PP (IN by) (NP (NN x-ray) (NN diffraction))))))))
    (. .)))"
5,14,"It doesn't take a Gore Vidal to tell you what's wrong with Cherokee Textile's slogan ( Pitney-Bowes Objects '' , July 1 ) .",42,"(S1
  (S
    (NP (PRP It))
    (VP
      (VBZ doesn't)
      (VP
        (VB take)
        (NP (DT a) (NNP Gore) (NNP Vidal))
        (S
          (VP
            (TO to)
            (VP
              (VB tell)
              (NP (PRP you))
              (S
                (VP
                  (VBG what's)
                  (NP
                    (NP
                      (ADJP
                        (JJ wrong)
                        (PP
                          (IN with)
                          (NP (NNP Cherokee) (NNP Textile's))))
                      (NN slogan))
                    (PRN
                      (-LRB- -LRB-)
                      (NP
                        (NP (NNS Pitney-Bowes) (NNS Objects) ('' ''))
                        (, ,)
                        (NP (NNP July) (CD 1)))
                      (-RRB- -RRB-))))))))))
    (. .)))"
6,14,It is not difficult to anticipate circumstances in which negative tensions will cumulate ; ;,99,"(S1
  (S
    (NP (PRP It))
    (VP
      (VBZ is)
      (RB not)
      (ADJP
        (JJ difficult)
        (SBAR
          (S
            (VP
              (TO to)
              (VP
                (VB anticipate)
                (NP
                  (NNS circumstances)
                  (SBAR
                    (WHPP (IN in) (WHNP (WDT which)))
                    (S
                      (NP (JJ negative) (NNS tensions))
                      (VP (MD will) (VP (VB cumulate))))
                    (: ;)))))))))
    (: ;)))"
7,14,She might have been talking to some of her friends about her husband if they've been having any trouble '' .,44,"(S1
  (S
    (NP (PRP She))
    (VP
      (MD might)
      (VP
        (VB have)
        (VP
          (VBN been)
          (VP
            (VBG talking)
            (PP
              (TO to)
              (NP
                (NP (DT some))
                (PP
                  (IN of)
                  (NP
                    (NP (PRP$ her) (NNS friends))
                    (PP (IN about) (NP (PRP$ her) (NN husband)))))))
            (SBAR
              (IN if)
              (S
                (VP
                  (VBP they've)
                  (VP
                    (VBN been)
                    (VP (VBG having) (NP (DT any) (NN trouble))))))))
          ('' ''))))
    (. .)))"
8,14,Somehow our contemporary Moloch must be induced to see reason .,76,"(S1
  (S
    (ADVP (RB Somehow))
    (NP (PRP$ our) (JJ contemporary) (NNP Moloch))
    (VP
      (MD must)
      (VP
        (VB be)
        (VP (VBN induced) (PP (TO to) (NP (VB see) (NN reason))))))
    (. .)))"
9,14,"The liberal pressure bloc ( which coyly masquerades under the name Democratic Study Group ) had fought the committee before , and had always lost .",46,"(S1
  (S
    (S
      (NP
        (NP (DT The) (JJ liberal) (NN pressure) (NN bloc))
        (PRN
          (-LRB- -LRB-)
          (SBAR
            (WHNP (WDT which))
            (S
              (VP
                (ADVP (RB coyly))
                (VBZ masquerades)
                (PP
                  (IN under)
                  (NP
                    (NP (DT the) (NN name))
                    (NP (NNP Democratic) (NNP Study) (NNP Group)))))))
          (-RRB- -RRB-)))
      (VP
        (VBD had)
        (VP
          (VBN fought)
          (ADVP (NP (DT the) (NN committee)) (RB before)))))
    (, ,)
    (CC and)
    (S (VP (VBD had) (ADVP (RB always)) (VP (VBN lost))))
    (. .)))"
10,14,"Turning quickly toward Elaine , Nick saw that she , too , stood in shocked surprise .",19,"(S1
  (S
    (S
      (VP
        (VBG Turning)
        (ADVP (RB quickly))
        (PP (IN toward) (NP (NNP Elaine)))))
    (, ,)
    (NP (NNP Nick))
    (VP
      (VBD saw)
      (SBAR
        (IN that)
        (S
          (NP (PRP she))
          (, ,)
          (ADVP (RB too))
          (, ,)
          (VP
            (VBD stood)
            (ADVP (RB in))
            (VP (VBN shocked) (ADVP (RB surprise)))))))
    (. .)))"
11,14,"`` I put Arger on the payroll because he promised to get my firm the stevedore account at Navy pier '' , Stein said .",86,"(S1
  (S
    (S
      (`` ``)
      (NP (PRP I))
      (VP
        (VBD put)
        (NP (NNP Arger))
        (PP
          (IN on)
          (NP
            (DT the)
            (NN payroll)
            (SBAR
              (IN because)
              (S
                (NP (PRP he))
                (VP
                  (VBD promised)
                  (S
                    (VP
                      (TO to)
                      (VP
                        (VB get)
                        (S
                          (NP (PRP$ my) (NN firm))
                          (NP (DT the) (NN stevedore) (NN account)))))))))))
        (PP (IN at) (NP (NNP Navy) (NN pier))))
      ('' ''))
    (, ,)
    (NP (NNP Stein))
    (VP (VBD said))
    (. .)))"
12,14,It was his experience that only one good salesman was found out of every seven hired -- and only one was hired out of every seven interviewed .,67,"(S1
  (S
    (NP (PRP It))
    (VP
      (VBD was)
      (NP (PRP$ his) (NN experience))
      (SBAR
        (IN that)
        (S
          (S
            (NP (QP (RB only) (CD one)) (JJ good) (NN salesman))
            (VP
              (VBD was)
              (VP
                (VBN found)
                (VP
                  (ADVP
                    (RB out)
                    (PP (IN of) (NP (DT every) (CD seven))))
                  (VBN hired)))))
          (: --)
          (CC and)
          (S
            (NP (RB only) (CD one))
            (VP
              (VBD was)
              (VP
                (VBN hired)
                (VP
                  (ADVP
                    (RB out)
                    (PP (IN of) (NP (DT every) (CD seven))))
                  (VBN interviewed))))))))
    (. .)))"
13,14,Now Britain has decided to seek admission to the European Economic Community and it seems certain that she will be joined by some of her partners in the loose Free Trade Area of the `` Outer Seven '' .,64,"(S1
  (S
    (S
      (ADVP (RB Now))
      (NP (NNP Britain))
      (VP
        (VBZ has)
        (VP
          (VBN decided)
          (S
            (VP
              (TO to)
              (VP
                (VB seek)
                (NP
                  (NP (NN admission))
                  (PP
                    (TO to)
                    (NP
                      (DT the)
                      (NNP European)
                      (NNP Economic)
                      (NNP Community))))))))))
    (CC and)
    (S
      (NP (PRP it))
      (VP
        (VBZ seems)
        (ADJP
          (JJ certain)
          (SBAR
            (IN that)
            (S
              (NP (PRP she))
              (VP
                (MD will)
                (VP
                  (VB be)
                  (VP
                    (VBN joined)
                    (PP
                      (IN by)
                      (NP
                        (NP (DT some))
                        (PP (IN of) (NP (PRP$ her) (NNS partners)))))
                    (PP
                      (IN in)
                      (NP
                        (NP
                          (DT the)
                          (JJ loose)
                          (NNP Free)
                          (NNP Trade)
                          (NNP Area))
                        (PP
                          (IN of)
                          (NP
                            (DT the)
                            (NML
                              (`` ``)
                              (NML (JJ Outer) (CD Seven))
                              ('' ''))))))))))))))
    (. .)))"
14,14,Physiological experiments and clinical observations have shown that these procedures influence the hypothalamically controlled hypophyseal secretions and increase sympathetic discharges .,93,"(S1
  (S
    (NP
      (NP (JJ Physiological) (NNS experiments))
      (CC and)
      (NP (JJ clinical) (NNS observations)))
    (VP
      (VP
        (VBP have)
        (VP
          (VBN shown)
          (SBAR
            (IN that)
            (S
              (NP (DT these) (NNS procedures))
              (VP
                (VBP influence)
                (NP
                  (DT the)
                  (ADJP (RB hypothalamically) (VBN controlled))
                  (JJ hypophyseal)
                  (NNS secretions)))))))
      (CC and)
      (VP (VBP increase) (NP (JJ sympathetic) (NNS discharges))))
    (. .)))"
15,14,"He tried to run after B'dikkat , to hug the lead spacesuit , to tell B'dikkat that he loved him .",69,"(S1
  (S
    (NP (PRP He))
    (VP
      (VBD tried)
      (S
        (VP
          (TO to)
          (VP
            (VB run)
            (PP
              (IN after)
              (NP
                (NP (NN B'dikkat))
                (, ,)
                (SBAR
                  (S
                    (VP
                      (TO to)
                      (VP
                        (NN hug)
                        (NP (DT the) (NN lead) (NN spacesuit))
                        (, ,)
                        (S
                          (VP
                            (TO to)
                            (VP
                              (VB tell)
                              (NP (NNP B'dikkat))
                              (SBAR
                                (IN that)
                                (S
                                  (NP (PRP he))
                                  (VP (VBD loved) (NP (PRP him))))))))))))))))))
    (. .)))"
16,14,You only have to think of franks and sausages to know what I mean .,5,"(S1
  (S
    (NP (PRP You))
    (VP
      (ADVP (RB only))
      (VBP have)
      (S
        (VP
          (TO to)
          (VP
            (VB think)
            (PP
              (IN of)
              (NP
                (NP (NNS franks) (CC and) (NNS sausages))
                (SBAR
                  (S
                    (VP
                      (TO to)
                      (VP
                        (VB know)
                        (SBAR
                          (WHNP (WP what))
                          (S (NP (PRP I)) (VP (VBP mean))))))))))))))
    (. .)))"
17,14,"With few exceptions , Congress has not given federal courts exclusive authority to enforce rights arising under federal law .",96,"(S1
  (S
    (PP (IN With) (NP (JJ few) (NNS exceptions)))
    (, ,)
    (NP (NNP Congress))
    (VP
      (VBZ has)
      (RB not)
      (VP
        (VBN given)
        (NP (JJ federal) (NNS courts))
        (NP
          (NP (JJ exclusive) (NN authority))
          (SBAR
            (S
              (VP
                (TO to)
                (VP
                  (VB enforce)
                  (NP (NP (NNS rights)) (VP (VBG arising)))
                  (PP (IN under) (NP (JJ federal) (NN law))))))))))
    (. .)))"
18,14,"`` Of course ( George's letter continued ) , there are practical problems to be considered .",84,"(S1
  (S
    (`` ``)
    (PP
      (IN Of)
      (NP
        (NN course)
        (PRN
          (-LRB- -LRB-)
          (NP (NNP George's) (NN letter) (VBN continued))
          (-RRB- -RRB-))))
    (, ,)
    (NP (EX there))
    (VP
      (VBP are)
      (ADJP
        (JJ practical)
        (S
          (NP (NNS problems))
          (VP (TO to) (VP (VB be) (VP (VBN considered)))))))
    (. .)))"
19,14,Can we help children adjust to `` images of other children '' when the latter are not actually present .,34,"(S1
  (SINV
    (MD Can)
    (NP (PRP we))
    (VP
      (VB help)
      (SBAR
        (S
          (NP (NNS children))
          (VP
            (VBP adjust)
            (PP
              (TO to)
              (NP
                (`` ``)
                (NP (NNS images))
                (PP (IN of) (NP (JJ other) (NNS children)))
                ('' '')
                (SBAR
                  (WHADVP (WRB when))
                  (S
                    (NP (DT the) (JJ latter))
                    (VP
                      (VBP are)
                      (RB not)
                      (ADVP (RB actually))
                      (ADJP (JJ present)))))))))))
    (. .)))"
0,15,"At least , I want to find out whether she's home yet or not '' .",2,"(S1
  (S
    (PP (IN At) (ADJP (JJS least)))
    (, ,)
    (NP (PRP I))
    (VP
      (VBP want)
      (S
        (VP
          (TO to)
          (VP
            (VB find)
            (PRT (RP out))
            (SBAR
              (IN whether)
              (S
                (NP (JJ she's) (NN home))
                (ADVP (RB yet) (CC or) (RB not))))))))
    ('' '')
    (. .)))"
1,15,It was his experience that only one good salesman was found out of every seven hired -- and only one was hired out of every seven interviewed .,67,"(S1
  (S
    (NP (PRP It))
    (VP
      (VBD was)
      (NP (PRP$ his) (NN experience))
      (SBAR
        (IN that)
        (S
          (S
            (NP (QP (RB only) (CD one)) (JJ good) (NN salesman))
            (VP
              (VBD was)
              (VP
                (VBN found)
                (VP
                  (ADVP
                    (RB out)
                    (PP (IN of) (NP (DT every) (CD seven))))
                  (VBN hired)))))
          (: --)
          (CC and)
          (S
            (NP (RB only) (CD one))
            (VP
              (VBD was)
              (VP
                (VBN hired)
                (VP
                  (ADVP
                    (RB out)
                    (PP (IN of) (NP (DT every) (CD seven))))
                  (VBN interviewed))))))))
    (. .)))"
2,15,It should attempt to communicate both an appreciation of professional standards and an understanding of the tremendous powers and potentialities of genuinely open and pluralistic societies .,65,"(S1
  (S
    (NP (PRP It))
    (VP
      (MD should)
      (VP
        (VB attempt)
        (S
          (VP
            (TO to)
            (VP
              (VB communicate)
              (NP
                (NP (PDT both) (DT an) (NN appreciation))
                (PP
                  (IN of)
                  (NP
                    (NP (JJ professional) (NNS standards))
                    (CC and)
                    (NP
                      (NP (DT an) (NN understanding))
                      (PP
                        (IN of)
                        (NP
                          (DT the)
                          (NP (JJ tremendous) (NNS powers))
                          (CC and)
                          (NP (NNS potentialities))))
                      (PP
                        (IN of)
                        (NP
                          (ADJP
                            (ADJP (RB genuinely) (JJ open))
                            (CC and)
                            (ADJP (JJ pluralistic)))
                          (NNS societies))))))))))))
    (. .)))"
3,15,Any person who makes application for any such payment shall be held to have consented to all the provisions of this Title .,74,"(S1
  (S
    (NP
      (NP (DT Any) (NN person))
      (SBAR
        (WHNP (WP who))
        (S (VP (VBZ makes) (NP (NN application))))))
    (PP (IN for) (NP (DT any) (JJ such) (NN payment)))
    (VP
      (MD shall)
      (VP
        (VB be)
        (VP
          (VBN held)
          (S
            (VP
              (TO to)
              (VP
                (VB have)
                (VP
                  (VBD consented)
                  (PP
                    (TO to)
                    (NP
                      (NP (PDT all) (DT the) (NNS provisions))
                      (PP (IN of) (NP (DT this) (NN Title))))))))))))
    (. .)))"
4,15,"Now wait a minute , she told herself , think about it ; ;",20,"(S1
  (SINV
    (ADVP (RB Now))
    (VP (VBP wait))
    (NP
      (NP (DT a) (NN minute))
      (SBAR
        (S
          (PRN
            (, ,)
            (S (NP (PRP she)) (VP (VBD told) (NP (PRP herself))))
            (, ,))
          (VP (VB think) (PP (IN about) (NP (PRP it))))
          (: ;))))
    (: ;)))"
5,15,A flood of federal lower court injunctions seriously impeded the processes of local government .,63,"(S1
  (S
    (NP
      (NP (DT A) (NN flood))
      (PP (IN of) (NP (ADJP (JJ federal) (JJR lower)) (NN court))))
    (VP
      (ADVP (NP (NNS injunctions)) (RB seriously))
      (VBN impeded)
      (NP
        (NP (DT the) (NNS processes))
        (PP (IN of) (NP (JJ local) (NN government)))))
    (. .)))"
6,15,"Field Marshal Slim is striking in description , amusing in many anecdotes .",12,"(S1
  (S
    (NP (NP (NN Field)) (ADJP (JJ Marshal) (JJ Slim)))
    (VP
      (VBZ is)
      (ADJP
        (JJ striking)
        (PP
          (IN in)
          (NP
            (NP (NN description))
            (, ,)
            (ADJP
              (JJ amusing)
              (PP (IN in) (NP (JJ many) (NNS anecdotes))))))))
    (. .)))"
7,15,"There are even motels for local weather peculiarities in Shamrock , Tex. , as I discovered .",87,"(S1
  (S
    (NP (EX There))
    (VP
      (VBP are)
      (NP
        (NP (JJ even) (NNS motels))
        (PP
          (IN for)
          (NP
            (NP (JJ local) (NN weather) (NNS peculiarities))
            (PP
              (IN in)
              (NP (NP (NNP Shamrock)) (, ,) (NP (NNP Tex.)) (, ,))))))
      (SBAR (IN as) (S (NP (PRP I)) (VP (VBD discovered)))))
    (. .)))"
8,15,"The conversation of the characters creates an atmosphere suggesting the usual mixture of pleasures , foibles , irritations , and concerns which would characterize the common life of a normal village in any age .",3,"(S1
  (S
    (NP
      (NP (DT The) (NN conversation))
      (PP (IN of) (NP (DT the) (NNS characters))))
    (VP
      (VBZ creates)
      (NP
        (NP (DT an) (NN atmosphere))
        (VP
          (VBG suggesting)
          (NP
            (NP (DT the) (JJ usual) (NN mixture))
            (PP
              (IN of)
              (NP
                (NNS pleasures)
                (, ,)
                (NNS foibles)
                (, ,)
                (NNS irritations)
                (, ,)
                (CC and)
                (NNS concerns))))))
      (SBAR
        (WHNP (WDT which))
        (S
          (VP
            (MD would)
            (VP
              (VB characterize)
              (NP
                (NP (DT the) (JJ common) (NN life))
                (PP (IN of) (NP (DT a) (JJ normal) (NN village))))
              (PP (IN in) (NP (DT any) (NN age))))))))
    (. .)))"
9,15,`` We have checked her in different parts of Europe and Egypt and finally back into this country .,72,"(S1
  (S
    (`` ``)
    (NP (PRP We))
    (VP
      (VBP have)
      (VP
        (VBN checked)
        (NP (PRP her))
        (PP
          (PP
            (IN in)
            (NP
              (NP (JJ different) (NNS parts))
              (PP
                (IN of)
                (NP (NP (NNP Europe)) (CC and) (NP (NNP Egypt))))))
          (CC and)
          (PP
            (ADVP (RB finally) (RB back))
            (IN into)
            (NP (DT this) (NN country))))))
    (. .)))"
10,15,"Douglass found Af to be trigonal , Laue symmetry Af , with Af , Af .",59,"(S1
  (S
    (NP (NN Douglass))
    (VP
      (VBD found)
      (NP
        (NP
          (NP (NNP Af))
          (SBAR (S (VP (TO to) (VP (VB be) (ADJP (JJ trigonal)))))))
        (, ,)
        (NP (NNP Laue) (NN symmetry) (NNP Af))
        (, ,))
      (PP (IN with) (NP (NNP Af) (, ,) (NNP Af))))
    (. .)))"
11,15,"`` I'm Billy Tilghman '' , said the stranger , `` and I've come for Pat Conyers' body '' .",97,"(S1
  (S
    (NP
      (`` ``)
      (NP (NNP I'm) (NNP Billy) (NNP Tilghman))
      ('' '')
      (, ,))
    (VP
      (VBD said)
      (NP (DT the) (NN stranger))
      (, ,)
      (`` ``)
      (S
        (CC and)
        (NP (NNP I've))
        (VP
          (VBP come)
          (PP (IN for) (NP (NNP Pat) (NNP Conyers') (NN body)))))
      ('' ''))
    (. .)))"
12,15,"Thereafter the audience waxed applause-happy , but discriminating operagoers reserved judgment as her singing showed signs of strain , her musicianship some questionable procedure and her acting uncomfortable stylization .",56,"(S1
  (S
    (S
      (ADVP (RB Thereafter))
      (NP (DT the) (NN audience))
      (VP (VBN waxed) (S (ADJP (JJ applause-happy)))))
    (, ,)
    (CC but)
    (S
      (NP (VBG discriminating) (NNS operagoers))
      (VP
        (VBN reserved)
        (NP (NN judgment))
        (SBAR
          (IN as)
          (S
            (NP (PRP$ her) (NN singing))
            (VP
              (VBD showed)
              (NP (NP (NNS signs)) (PP (IN of) (NP (NN strain))))
              (, ,)
              (NP
                (NP
                  (NP (PRP$ her) (NN musicianship))
                  (NP (DT some) (JJ questionable) (NN procedure)))
                (CC and)
                (NP
                  (PRP$ her)
                  (VBG acting)
                  (JJ uncomfortable)
                  (NN stylization))))))))
    (. .)))"
13,15,"The special guard , however , was still posted on Kehl bridge .",48,"(S1
  (S
    (NP
      (DT The)
      (JJ special)
      (NN guard)
      (PRN (, ,) (ADVP (RB however)) (, ,)))
    (VP
      (VBD was)
      (ADVP (RB still))
      (PP (VBN posted) (PP (IN on) (NP (NNP Kehl) (NNP bridge)))))
    (. .)))"
14,15,"So had Miss Shawnee Rakestraw , full of criticisms about the changes here , giving thanks that her dear old father had gone to his Heavenly Rest last year , saying how much she enjoyed her boarding house in town in inclement weather , was looking forward to Quinzaine Spa this summer .",91,"(S1
  (SINV
    (ADVP (RB So))
    (VP (VBD had))
    (NP
      (NP (NNP Miss) (NNP Shawnee) (NNP Rakestraw))
      (, ,)
      (ADJP
        (JJ full)
        (PP
          (IN of)
          (NP
            (NP (NNS criticisms))
            (PP
              (IN about)
              (NP (NP (DT the) (NNS changes)) (ADVP (RB here)))))))
      (, ,)
      (VP
        (VBG giving)
        (NP
          (NNS thanks)
          (SBAR
            (IN that)
            (S
              (NP (PRP her) (ADJP (RB dear) (JJ old)) (NN father))
              (VP
                (VBD had)
                (VP
                  (VBN gone)
                  (PP
                    (TO to)
                    (NP
                      (NP (PRP$ his) (JJ Heavenly) (NN Rest))
                      (SBAR
                        (S
                          (NP (JJ last) (NN year))
                          (, ,)
                          (S
                            (VP
                              (VBG saying)
                              (SBAR
                                (WHADVP (WRB how) (RB much))
                                (S
                                  (NP (PRP she))
                                  (VP
                                    (VBD enjoyed)
                                    (NP
                                      (NP
                                        (PRP$ her)
                                        (JJ boarding)
                                        (NN house))
                                      (PP (IN in) (NP (NN town))))
                                    (PP
                                      (IN in)
                                      (NP
                                        (JJ inclement)
                                        (NN weather))))))))
                          (, ,)
                          (VP
                            (VBD was)
                            (VP
                              (VBG looking)
                              (ADVP (RB forward))
                              (PP
                                (TO to)
                                (NP (NNP Quinzaine) (NNP Spa))))))))))))))
        (NP (DT this) (NN summer))))
    (. .)))"
15,15,"Assistant coach John Cudmore described victory as `` a good feeling , I think , on the part of the coaches and the players .",22,"(S1
  (S
    (NP (NP (NN Assistant) (NN coach)) (NP (NNP John) (NNP Cudmore)))
    (VP
      (VBD described)
      (NP (NN victory))
      (PP
        (IN as)
        (`` ``)
        (NP
          (NP (DT a) (JJ good) (NN feeling))
          (, ,)
          (SBAR
            (S
              (NP (PRP I))
              (VP
                (VBP think)
                (, ,)
                (PP
                  (IN on)
                  (NP
                    (NP (DT the) (NN part))
                    (PP
                      (IN of)
                      (NP
                        (NP (DT the) (NNS coaches))
                        (CC and)
                        (NP (DT the) (NNS players))))))))))))
    (. .)))"
16,15,"But I didn't really think it was as simple as that , nor did anyone else .",58,"(S1
  (S
    (CC But)
    (NP (PRP I))
    (ADVP (RB didn't) (RB really))
    (VP
      (VBP think)
      (SBAR
        (S
          (NP (PRP it))
          (VP
            (VP
              (VBD was)
              (ADVP (RB as) (JJ simple) (PP (IN as) (NP (DT that)))))
            (, ,)
            (CC nor)
            (VP (VBD did) (NP (NP (NN anyone)) (ADJP (RB else))))))))
    (. .)))"
17,15,"Among the items scheduled for acceleration in the near future are the Polaris and B70 programs , strengthening of the airborne alert system of the Strategic Air Command , and improved battlefield surveillance systems .",32,"(S1
  (SINV
    (PP
      (IN Among)
      (NP
        (NP (DT the) (NNS items))
        (VP
          (VBN scheduled)
          (PP
            (IN for)
            (NP
              (NP (NN acceleration))
              (PP (IN in) (NP (DT the) (JJ near) (NN future))))))))
    (VP (VBP are))
    (NP
      (NP (DT the) (NNP Polaris) (CC and) (NNP B70) (NNS programs))
      (, ,)
      (NP
        (NP
          (NP (VBG strengthening))
          (PP
            (IN of)
            (NP (DT the) (JJ airborne) (JJ alert) (NN system))))
        (PP
          (IN of)
          (NP (DT the) (NNP Strategic) (NNP Air) (NNP Command))))
      (, ,)
      (CC and)
      (NP
        (JJ improved)
        (NN battlefield)
        (NN surveillance)
        (NNS systems)))
    (. .)))"
18,15,"It doesn't take a Gore Vidal to tell you what's wrong with Cherokee Textile's slogan ( Pitney-Bowes Objects '' , July 1 ) .",42,"(S1
  (S
    (NP (PRP It))
    (VP
      (VBZ doesn't)
      (VP
        (VB take)
        (NP (DT a) (NNP Gore) (NNP Vidal))
        (S
          (VP
            (TO to)
            (VP
              (VB tell)
              (NP (PRP you))
              (S
                (VP
                  (VBG what's)
                  (NP
                    (NP
                      (ADJP
                        (JJ wrong)
                        (PP
                          (IN with)
                          (NP (NNP Cherokee) (NNP Textile's))))
                      (NN slogan))
                    (PRN
                      (-LRB- -LRB-)
                      (NP
                        (NP (NNS Pitney-Bowes) (NNS Objects) ('' ''))
                        (, ,)
                        (NP (NNP July) (CD 1)))
                      (-RRB- -RRB-))))))))))
    (. .)))"
19,15,Somehow our contemporary Moloch must be induced to see reason .,76,"(S1
  (S
    (ADVP (RB Somehow))
    (NP (PRP$ our) (JJ contemporary) (NNP Moloch))
    (VP
      (MD must)
      (VP
        (VB be)
        (VP (VBN induced) (PP (TO to) (NP (VB see) (NN reason))))))
    (. .)))"
0,16,Physiological experiments and clinical observations have shown that these procedures influence the hypothalamically controlled hypophyseal secretions and increase sympathetic discharges .,93,"(S1
  (S
    (NP
      (NP (JJ Physiological) (NNS experiments))
      (CC and)
      (NP (JJ clinical) (NNS observations)))
    (VP
      (VP
        (VBP have)
        (VP
          (VBN shown)
          (SBAR
            (IN that)
            (S
              (NP (DT these) (NNS procedures))
              (VP
                (VBP influence)
                (NP
                  (DT the)
                  (ADJP (RB hypothalamically) (VBN controlled))
                  (JJ hypophyseal)
                  (NNS secretions)))))))
      (CC and)
      (VP (VBP increase) (NP (JJ sympathetic) (NNS discharges))))
    (. .)))"
1,16,He also asked Congress to approve establishment of a national child health institute .,71,"(S1
  (S
    (NP (PRP He))
    (ADVP (RB also))
    (VP
      (VBD asked)
      (S
        (NP (NNP Congress))
        (VP
          (TO to)
          (VP
            (VB approve)
            (S
              (NP
                (NP (NN establishment))
                (PP
                  (IN of)
                  (NP (DT a) (JJ national) (NN child) (NN health))))
              (VP (VB institute)))))))
    (. .)))"
2,16,And it was because of an old Norberg inheritance that I got to understand them all so well .,53,"(S1
  (S
    (CC And)
    (NP (PRP it))
    (VP
      (VBD was)
      (PP
        (IN because)
        (IN of)
        (NP (DT an) (JJ old) (NNP Norberg) (NN inheritance)))
      (SBAR
        (IN that)
        (S
          (NP (PRP I))
          (VP
            (VBD got)
            (S (VP (TO to) (VP (VB understand) (NP (PRP them)))))
            (ADVP (DT all) (IN so) (RB well))))))
    (. .)))"
3,16,Thompson himself said : `` I want to enjoy once more the pleasure of bare walls waiting for new pictures '' .,51,"(S1
  (S
    (NP (NP (NNP Thompson)) (NP (PRP himself)))
    (VP
      (VBD said)
      (: :)
      (`` ``)
      (S
        (NP (PRP I))
        (VP
          (VBP want)
          (S
            (VP
              (TO to)
              (VP
                (VB enjoy)
                (NP
                  (NP
                    (ADJP (ADVP (RB once)) (JJR more))
                    (DT the)
                    (NN pleasure))
                  (PP
                    (IN of)
                    (NP
                      (NP (JJ bare) (NNS walls))
                      (VP
                        (VBG waiting)
                        (PP (IN for) (NP (JJ new) (NNS pictures))))))))))))
      ('' ''))
    (. .)))"
4,16,"This characterizes Euclid's formulation of geometry , but not Ptolemy's astronomy .",27,"(S1
  (S
    (NP (DT This))
    (VP
      (VBZ characterizes)
      (S
        (NP (NNP Euclid's))
        (NP
          (NP (NN formulation))
          (PP
            (IN of)
            (NP
              (NN geometry)
              (, ,)
              (CONJP (CC but) (RB not))
              (NP (NNP Ptolemy's) (NNP astronomy)))))))
    (. .)))"
5,16,"`` The countries are trying to build in a decade the kind of society we took a century to build '' , he said .",39,"(S1
  (S
    (`` ``)
    (NP (DT The) (NNS countries))
    (VP
      (VBP are)
      (VP
        (VBG trying)
        (S
          (VP
            (TO to)
            (VP
              (VB build)
              (PP (IN in) (NP (DT a) (NN decade)))
              (NP
                (NP (DT the) (NN kind))
                (PP (IN of) (NP (NN society)))
                (SBAR
                  (S
                    (NP (PRP we))
                    (VP
                      (VBD took)
                      (NP
                        (DT a)
                        (NN century)
                        (S
                          (VP
                            (TO to)
                            (VP
                              (VB build)
                              ('' '')
                              (PRN
                                (, ,)
                                (S (NP (PRP he)) (VP (VBD said)))))))))))))))))
    (. .)))"
6,16,"This matter is of great importance , and the outcome may mean the difference between life or death , or at least serious injuries , for many veterans .",40,"(S1
  (S
    (S
      (NP (DT This) (NN matter))
      (VP (VBZ is) (PP (IN of) (NP (JJ great) (NN importance)))))
    (, ,)
    (CC and)
    (S
      (NP (DT the) (NN outcome))
      (VP
        (MD may)
        (VP
          (VB mean)
          (NP
            (NP (DT the) (NN difference))
            (PP
              (IN between)
              (NP
                (NN life)
                (CC or)
                (NN death)
                (, ,)
                (CC or)
                (ADVP (IN at) (JJS least))
                (NP (JJ serious) (NNS injuries))))))))
    (, ,)
    (PP (IN for) (NP (JJ many) (NNS veterans)))
    (. .)))"
7,16,"He tried to run after B'dikkat , to hug the lead spacesuit , to tell B'dikkat that he loved him .",69,"(S1
  (S
    (NP (PRP He))
    (VP
      (VBD tried)
      (S
        (VP
          (TO to)
          (VP
            (VB run)
            (PP
              (IN after)
              (NP
                (NP (NN B'dikkat))
                (, ,)
                (SBAR
                  (S
                    (VP
                      (TO to)
                      (VP
                        (NN hug)
                        (NP (DT the) (NN lead) (NN spacesuit))
                        (, ,)
                        (S
                          (VP
                            (TO to)
                            (VP
                              (VB tell)
                              (NP (NNP B'dikkat))
                              (SBAR
                                (IN that)
                                (S
                                  (NP (PRP he))
                                  (VP (VBD loved) (NP (PRP him))))))))))))))))))
    (. .)))"
8,16,"Evidence of this trend can best be seen in the recent activities of such leading companies in the field as Advance Neon Sign Co. , Los Angeles , Calif. .",62,"(S1
  (S
    (NP (NP (NN Evidence)) (PP (IN of) (NP (DT this) (NN trend))))
    (VP
      (MD can)
      (ADVP (RB best))
      (VP
        (VB be)
        (VP
          (VBN seen)
          (PP
            (IN in)
            (NP
              (NP (DT the) (JJ recent) (NNS activities))
              (PP
                (IN of)
                (NP
                  (NP (JJ such) (VBG leading) (NNS companies))
                  (PP (IN in) (NP (DT the) (NN field)))))))
          (PP (IN as) (NP (JJ Advance) (NN Neon) (NN Sign)))
          (NP
            (NP (NNP Co.))
            (, ,)
            (NP (NP (NNP Los) (NNP Angeles)) (, ,) (NP (NNP Calif.)))))))
    (. .)))"
